sentence,label
robbed ,0
"you would n't want to live waydowntown , but it is a hilarious place to visit ",1
of healthy eccentric inspiration and ambition ,1
the pacing is often way off and there are too many bona fide groaners among too few laughs ,0
makes two hours feel like four ,0
go from stark desert ,0
can be gleaned from this three-hour endurance test built around an hour 's worth of actual material ,0
"a sour attempt at making a farrelly brothers-style , down-and-dirty laugher for the female ",0
is concerned with souls and risk and schemes and the consequences of one 's actions ,1
"a family of five blind , crippled , amish people alive in this situation ",0
engaging and intimate first feature ,1
liberal doses ,0
takes its sweet time building to a climax that 's scarcely a surprise by the time ,0
a fine-looking film with a bouncy score and a clutch of lively songs for deft punctuation ,1
"swims in mediocrity , sticking its head up for a breath of fresh air now and then . ",0
memorable for a peculiar malaise that renders its tension flaccid and ,0
take on the upscale lifestyle ,1
unlike ,0
"in a summer of clones , harvard man is something rare and riveting : a wild ride that relies on more than special effects . ",1
an energy that puts the dutiful efforts of more disciplined grade-grubbers ,1
"'s also a -- dare i say it twice -- delightfully charming -- and totally american , i might add -- slice of comedic bliss . ",1
"follows the formula , ",0
the cutting-room floor of any given daytime soap ,0
simple pleasures ,1
love the players it brings to the fore for the gifted but no-nonsense human beings they are and for the still-inestimable contribution they have made to our shared history ,1
of warmth ,1
leave it ,0
are both listless ,0
"a slightly naughty , just-above-average off - broadway play ",1
"with nary a glimmer of self-knowledge , ( crane ) becomes more specimen than character -- ",0
an interesting and at times captivating take on loss and loneliness . ,1
evolves into a gorgeously atmospheric meditation on life-changing chance encounters ,1
goes down easy ,0
are littered with trenchant satirical jabs at the peculiar egocentricities of the acting breed . ,0
metaphysical claptrap ,0
"quirky , off-beat project ",1
banal ,0
on the awkward interplay and utter lack of chemistry between chan and hewitt ,0
"( sports ) admirable energy , full-bodied characterizations and narrative urgency . ",1
ca n't believe anyone would really buy this stuff ,0
scoob ,1
no amount of nostalgia for carvey 's glory days can disguise the fact that the new film is a lame kiddie flick and that carvey 's considerable talents are wasted in it . ,0
"a been-there , ",0
"have to worry about being subjected to farts , urine , feces , semen , or any of the other foul substances that have overrun modern-day comedies ",0
often-funny drama ,1
tame ,1
at once both refreshingly different and reassuringly familiar ,1
pure adrenalin ,1
's not quite the genre-busting film it 's been hyped to be because it plays everything too safe . ,0
it 's mired in a shabby script that piles layer upon layer of action man cliché atop wooden dialogue and a shifting tone that falls far short of the peculiarly moral amorality of ( woo 's ) best work . ,0
void ,0
notwithstanding some of the writers ' sporadic dips ,0
"a film that begins as a seven rip-off , only to switch to a mix of the shining , the thing , and any naked teenagers horror flick from the 1980s ",0
"is serene , the humor wry and sprightly . ",1
like an extreme action-packed film ,1
is like being trapped at a bad rock concert ,0
"gives ample opportunity for large-scale action and suspense , which director shekhar kapur supplies with tremendous skill . ",1
a pleasing way with a metaphor ,1
is the kind of movie that deserves a chance to shine . ,1
deepest tragedies ,0
recycled and dumbed-down version ,0
there are some movies that hit you from the first scene and you know it 's going to be a trip ,1
'd bother watching past the second commercial break ,0
"throws quirky characters , odd situations , and off-kilter dialogue ",0
zero ,0
some of the most poorly staged and lit action in memory ,0
for excitement ,1
", no one can hear you snore ",0
is n't very funny . ,0
is sordid and disgusting . ,0
shameless attempt ,0
", with his brawny frame and cool , composed delivery , fits the bill perfectly ",1
elaborate continuation ,1
like a wet burlap sack of gloom ,0
will definitely win some hearts ,1
"made a film that 's barely shocking , barely interesting and most of all , barely anything ",0
"with results that are sometimes bracing , sometimes baffling and quite often , and in unexpected ways , touching ",1
significantly less charming than listening to a four-year-old with a taste for exaggeration ,0
", and ",1
bull ,0
"a good , hard yank ",1
"the metaphors are provocative , but ",1
does n't ,0
"the actors improvise and scream their way around this movie directionless , lacking any of the rollicking dark humor so necessary to make this kind of idea work on screen . ",0
"is not , nor will he be , back ",0
lacked ,0
the screenwriters dig themselves in deeper every time ,0
this movie loves women at all ,1
the qualities ,1
fantastically ,1
too long has ignored ,0
to screen with considerable appeal intact ,1
would be rendered tedious by avary 's failure to construct a story with even a trace of dramatic interest . ,0
with a tale full of nuance and character dimension ,1
their quirky and fearless ability ,1
", never again is a welcome and heartwarming addition to the romantic comedy genre . ",1
"light , silly ",1
's like rocky and bullwinkle on speed ,1
", the film is , arguably , the most accomplished work to date from hong kong 's versatile stanley kwan . ",1
such superficial treatment ,0
a total lack ,0
larded ,0
vividly back ,1
for each other ,1
's slide down the slippery slope of dishonesty after an encounter with the rich and the powerful who have nothing but disdain for virtue ,0
that good theatre ,1
"about hatred that offers no easy , comfortable resolution ",0
animation master ,1
can only love the players it brings to the fore for the gifted but no-nonsense human beings they are and for the still-inestimable contribution they have made to our shared history ,1
proves that it 's easier to change the sheets than to change hackneyed concepts when it comes to dreaming up romantic comedies ,0
an unfortunate title for a film that has nothing endearing about it . ,0
go where we went 8 movies ago ,1
nothing 's happening ,0
's as if a bored cage spent the duration of the film 's shooting schedule waiting to scream : `` got aids yet ? ,0
three-hour cinema master class . ,1
it plays like a powerful 1957 drama we 've somehow never seen before ,1
made the full monty a smashing success ,1
mug shots ,0
humbuggery ... ,0
a mournful undercurrent that places the good-time shenanigans in welcome perspective ,1
is a big letdown ,0
pompous ,0
who are nearly impossible to care about ,0
what enlivens this film ,1
"( a ) thoughtful , visually graceful work . ",1
is an overwhelming sadness that feels as if it has made its way into your very bloodstream ,0
"not because of its epic scope , but because of the startling intimacy ",1
remarkable ,1
make you laugh ,1
"there 's a heavy stench of ` been there , done that ' hanging over the film . ",0
"knowledge , education , and ",1
"a pleasing , ",1
traffic ,1
"tries to grab us , only to keep letting go at all the wrong moments ",0
may seem disappointing in its generalities ,0
stylish psychological thriller ,1
disney scrape the bottom of its own cracker barrel ,0
frida gets the job done . ,1
the surprisingly somber conclusion ,1
is meaningful or memorable ,1
"in his zeal to squeeze the action and our emotions into the all-too-familiar dramatic arc of the holocaust escape story , minac drains his movie of all individuality ",0
paint-by-number american blockbusters like pearl harbor ,0
should be required viewing for civics classes and would-be public servants alike ,1
"an oddity , to be sure , but one that you might wind up remembering with a degree of affection rather than revulsion ",1
", sorrow , laugther , and tears ",1
the stories work and ,1
"thanks in part to interesting cinematic devices ( cool visual backmasking ) , a solid cast , and some wickedly sick and twisted humor ",1
very enjoyable ,1
makes these lives count . ,1
of too much kid-vid ,0
attal pushes too hard to make this a comedy or serious drama . ,0
do n't think this movie loves women at all ,0
the usual movie rah-rah ,0
nearly incoherent ,0
then knock yourself out and enjoy the big screen postcard that is a self-glorified martin lawrence lovefest . ,0
an irresistible blend of warmth and humor ,1
been quashed by whatever obscenity is at hand ,0
opposites attract for no better reason than that the screenplay demands it ,0
more enjoyable than i expected ,1
charming result ,1
"with an intimate feeling , a saga of the ups and downs of friendships ",1
dysfunctional parent-child relationship ,0
the work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them . ,1
the storylines are woven together skilfully ,1
the charming result is festival in cannes . ,1
had this much imagination and nerve ,1
every bit as fascinating ,1
nicely understated expression ,1
"after seeing ` analyze that , ' i feel better already . ",1
"earnest , unsubtle and hollywood-predictable , green dragon is still a deeply moving effort to put a human face on the travail of thousands of vietnamese . ",1
"the ensemble cast turns in a collectively stellar performance , and ",1
other than its exploitive array of obligatory cheap ,0
"reacting to it - feeling a part of its grand locations , ",1
seem bound and determined to duplicate bela lugosi 's now-cliched vampire accent ,0
then it 's the perfect cure for insomnia . ,0
lackluster script ,0
an above-average thriller ,1
both inspiring and pure joy ,1
this fascinating portrait ,1
loser ,0
presents a fascinating but flawed look at the near future ,1
disorientated ,0
"a retread story , bad writing , and the same old silliness ",0
no clear-cut hero and no all-out villain ,0
"it 's the work of an artist , one whose view of america , history and the awkwardness of human life is generous and deep ",1
"hence , storytelling is far more appealing ",1
at the residents of a copenhagen neighborhood coping with the befuddling complications life ,1
his impressions of life and loss and time and art with us ,1
sometimes funny ,1
the absolute last thing we need hollywood doing to us ,0
the corpse count ultimately overrides what little we learn along the way about vicarious redemption . ,0
"spirit is a visual treat , ",1
you never know where changing lanes is going to take you but it 's a heck of a ride . ,1
"captures , in luminous interviews and amazingly evocative film from three decades ago , the essence of the dogtown experience ",1
be fondly remembered in the endlessly challenging maze of moviegoing ,1
all ca n't stand ,0
", the movie stirs us as well . ",1
"here , common sense flies out the window , along with the hail of bullets , none of which ever seem to hit sascha . ",0
is surely ,1
damn funny ,1
a quirky comedy ,1
rode the zipper ,0
a funny little film ,1
is a remarkable piece of filmmaking ... because you get it ,1
"nothing overly original , mind you , but solidly entertaining ",1
sincerely crafted picture ,1
creative ,1
"like a ruse , a tactic to cover up the fact that the picture is constructed around a core of flimsy -- or , worse yet , nonexistent -- ideas ",0
as clever ,1
"a lot of laughs in this simple , sweet and romantic comedy ",1
unpleasantly ,0
first-time director joão pedro rodrigues ' unwillingness to define his hero 's background or motivations ,0
runs for only 71 minutes and ,0
"gives us episodic choppiness , undermining the story 's emotional thrust . ",0
is that it is one that allows him to churn out one mediocre movie after another ,0
seems content to dog-paddle in the mediocre end of the pool ,0
unstoppable ,1
irrational ,0
a head-turner ,1
certain sexiness ,1
has made a movie that will leave you wondering about the characters ' lives after the clever credits roll . ,1
"its brain is a little scattered -- ditsy , even . ",0
the love of family ,1
to a superior crime movie ,1
"is one of mr. chabrol 's subtlest works , but also one of his most uncanny . ",1
this sucker ,0
i like it . ,1
"indie of the year , ",1
story to show us why it 's compelling ,1
without any passion ,0
"really long , slow and dreary time ",0
"find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults ",1
loved it ,1
sweet time building ,1
pass this stinker ,0
called `` jar-jar binks : the movie ,0
"a college story that works even without vulgarity , sex scenes , and cussing ",1
technical skill and rare depth ,1
take any 12-year-old boy to see this picture ,1
"often it 's meandering , low on energy , and too eager to be quirky at moments when a little old-fashioned storytelling would come in handy ",0
"an empty exercise , ",0
that examines many different ideas from happiness to guilt in an intriguing bit of storytelling ,1
"skillfully assembled , ",1
starts as a tart little lemon drop of a movie and ends up as a bitter pill ,0
's simply unbearable ,0
serve no other purpose than to call attention to themselves ,0
's mildly sentimental ,1
"i do n't know if frailty will turn bill paxton into an a-list director , but he can rest contentedly with the knowledge that he 's made at least one damn fine horror movie . ",1
"would call it , ` hungry-man portions of bad ' ",0
"making such a tragedy the backdrop to a love story risks trivializing it , though chouraqui no doubt intended the film to affirm love 's power to help people endure almost unimaginable horror . ",1
the most poorly staged and lit action in memory ,0
"amusing , tender and heart-wrenching ",1
did the screenwriters just do a cut-and-paste of every bad action-movie line in history ? ,0
"it 's clotted with heavy-handed symbolism , dime-store psychology and endless scenic shots that make 105 minutes seem twice as long . ",0
has something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense . ,1
welcome or accept the trials of henry kissinger as faithful portraiture ,1
avoiding eye contact and walking slowly away ,0
routine action and jokes like this ,0
solid execution ,1
"though overall an overwhelmingly positive portrayal , the film does n't ignore the more problematic aspects of brown 's life . ",1
"by the time you reach the finale , you 're likely wondering why you 've been watching all this strutting and posturing . ",0
profoundly stupid ,0
"gross-out flicks , college flicks , or even flicks in general ",0
"it looks like an action movie , but it 's so poorly made , on all levels , that it does n't even qualify as a spoof of such ",0
"premise , mopes through a dreary tract of virtually plotless meanderings and then ends with a whimper ",0
it 's almost impossible not to be swept away by the sheer beauty of his images . ,1
the script has less spice than a rat burger and the rock 's fighting skills are more in line with steven seagal . ,0
the filmmakers want nothing else than to show us a good time ,1
remarkable for its intelligence and intensity ,1
a movie like ballistic : ecks vs. sever is more of an ordeal than an amusement . ,0
he has at least one more story to tell : his own . ,1
viewers out in the cold and ,0
a fan of the phrase ` life affirming ' because it usually means ` schmaltzy ,0
spectacularly beautiful ,1
beautifully sung holiday carol ,1
be rewarded with some fine acting ,1
a story that 's a lot richer than the ones hollywood action screenwriters usually come up with on their own ,1
"a tone of rueful compassion ... reverberates throughout this film , whose meaning and impact is sadly heightened by current world events . ",1
romp pile ,0
in white 's intermittently wise script ,1
", vibrant introduction ",1
"for those who pride themselves on sophisticated , discerning taste , this might not seem like the proper cup of tea , however it is almost guaranteed that even the stuffiest cinema goers will laugh their *** off for an hour-and-a-half . ",1
what should have been a painless time-killer ,0
a fascinating character study with laughs ,1
is about as deep as that sentiment ,0
"this is that rare drama that offers a thoughtful and rewarding glimpse into the sort of heartache everyone has felt , or will feel someday . ",1
television screen ,1
a comedy-drama of nearly epic proportions ,1
( grant ) goes beyond his usual fluttering and stammering and captures the soul of a man in pain who gradually comes to recognize it and deal with it . ,1
a rejected x-files episode than a credible account of a puzzling real-life happening ,0
teeny-bopper ,0
one of the most exciting action films ,1
"directed without the expected flair or imagination by hong kong master john woo , windtalkers airs just about every cliche in the war movie compendium across its indulgent two-hour-and-fifteen-minute length . ",0
boyd 's screenplay ( co-written with guardian hack nick davies ) has a florid turn of phrase that owes more to guy ritchie than the bard of avon . ,0
that will enthrall the whole family ,1
has a sure hand ,1
deliciously nonsensical comedy ,1
"... the first 2/3 of the film are incredibly captivating and insanely funny , thanks in part to interesting cinematic devices ( cool visual backmasking ) , a solid cast , and some wickedly sick and twisted humor ... ",1
"her appear foolish and shallow rather than , as was more likely , ",0
"proves absolutely that really , really , really good things can come in enormous packages . ",1
dazzling ,1
common through-line ,1
you do n't need to be a hip-hop fan to appreciate scratch ,1
this is one of those rare docs that paints a grand picture of an era and makes the journey feel like a party . ,1
"this too-long , spoofy update of shakespeare 's macbeth does n't sustain a high enough level of invention . ",0
he does display an original talent ,1
manage to squeeze a few laughs out of the material ,1
the sally jesse raphael atmosphere of films like philadelphia and american beauty ,1
"despite an impressive roster of stars and direction from kathryn bigelow , the weight of water is oppressively heavy . ",0
"see a three-dimensional , average , middle-aged woman 's experience of self-discovery handled with such sensitivity ",1
to jimmy 's relentless anger ,0
delivers big time ,1
is a bomb ,0
make a person who has lived her life half-asleep suddenly wake up ,1
"a frightful vanity film that , no doubt , pays off what debt miramax felt they owed to benigni ",1
remains utterly satisfied to remain the same throughout ,0
"much too conventional -- lots of boring talking heads , etc. -- to do the subject matter justice ",0
grinds itself out ,0
"mr. wollter and ms. seldhal give strong and convincing performances , ",1
slather clearasil over the blemishes of youth ,0
is they have a tendency to slip into hokum . ,0
of ` fatal attraction ' for the teeny-bopper set ,0
nicely ,1
a disservice ,0
"boy , has this franchise ever run out of gas . ",0
this insufferable movie ,0
"if you 're looking for a smart , nuanced look at de sade and what might have happened at picpus ",1
not all of the stories work and the ones that do ,0
undercuts the joie de vivre even as he creates it ,1
", the movie 's wildly careening tone and an extremely flat lead performance do little to salvage this filmmaker 's flailing reputation . ",0
", it 's almost impossible not to be swept away by the sheer beauty of his images . ",1
"in all fairness , i must report that the children of varying ages in my audience never coughed , fidgeted or romped up and down the aisles for bathroom breaks . ",1
a better short story ,1
"long , intricate , star-studded and visually flashy ",1
have forgotten everything he ever knew about generating suspense ,0
", amusing ",1
kinda dumb ,0
"arrive early and stay late , ",1
of death in this bitter italian comedy ,0
screeching-metal ,0
an uneven mix ,0
"the screenplay , co-written by director imogen kimmel , lacks the wit necessary to fully exploit the comic elements of the premise , making the proceedings more bizarre than actually amusing . ",0
for all audiences ,1
"whine , the bellyaching of a paranoid and unlikable man ",0
it 's as if a bored cage spent the duration of the film 's shooting schedule waiting to scream : `` got aids yet ? '' ,0
implicitly ,1
with an astoundingly rich film ,1
for serious film buffs ,1
painfully padded . ,0
lyrical and celebratory vision ,1
damon and ,1
enjoyable family ,1
some nice twists ,1
the actors ' perfect comic timing ,1
could pass for a thirteen-year-old 's book report on the totalitarian themes of 1984 and farenheit 451 ,0
some jazzy new revisionist theories about the origins of nazi politics and aesthetics ,1
the acting is fine but the script is about as interesting as a recording of conversations at the wal-mart checkout line . ,0
or maybe `` how will you feel after an 88-minute rip-off of the rock with action confined to slo-mo gun firing and random glass-shattering ? '' ,0
the cute frissons of discovery and humor between chaplin and kidman ,1
"in the larger picture it paints - of a culture in conflict with itself , with the thin veneer of nationalism that covers our deepest , media-soaked fears ",1
an all-time low for kevin costner ,0
", fat , dumb ",0
establishes itself as a durable part of the movie landscape : a james bond series for kids . ,1
carries a little too much ai n't - she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff . ,0
is no doubt true ,1
keep the extremes of screwball farce and blood-curdling family intensity on one continuum ,1
contrived to be as naturally charming as it needs to be ,1
so many merchandised-to-the-max movies ,0
finds amusing juxtapositions that justify his exercise ,1
sure to ultimately disappoint the action ,0
"is surely one of the most frantic , virulent and foul-natured christmas season pics ever delivered by a hollywood studio . ",0
the execution ,0
"a naturally funny film , ",1
in that sense is a movie that deserves recommendation ,1
pretty moments ,1
genuine spontaneity ,1
ditched the artsy pretensions ,1
's exactly the kind of movie toback 's detractors always accuse him of making . ,0
leaves a positive impression ,1
visceral and ,1
`` empire '' lacks in depth ,0
"is we never really see her esther blossom as an actress , even though her talent is supposed to be growing . ",0
how so many talented people were convinced to waste their time ,0
feces ,0
"... no charm , no laughs , no fun , no reason to watch . ",0
"argento , at only 26 , brings a youthful , out-to-change-the-world aggressiveness to the project , as if she 's cut open a vein and bled the raw film stock . ",1
a delightful comedy centering on food ,1
there 's a reason why halftime is only fifteen minutes long . ,0
too much time ,0
embraced by this gentle comedy ,1
"slow and ponderous , but rohmer 's drama builds to an intense indoor drama about compassion , sacrifice , and christian love in the face of political corruption . ",1
's nothing more satisfying during a summer of event movies than a spy thriller like the bourne identity that 's packed with just as much intelligence as action ,1
get out your pooper-scoopers ,0
", i can not mount a cogent defense of the film as entertainment , or even performance art , although the movie does leave you marveling at these guys ' superhuman capacity to withstand pain . ",1
with tremendous promise ,1
this new zealand coming-of-age movie is n't really about anything . ,0
for `` shock humor '' will wear thin on all ,0
"it is , however , a completely honest , open-hearted film that should appeal to anyone willing to succumb to it . ",1
sheer ugliness ,0
a changing world ,1
there 's nothing like love to give a movie a b-12 shot ,1
that chirpy songbird britney spears has popped up with more mindless drivel . ,0
"a very compelling , sensitive , intelligent and almost cohesive piece of film entertainment ",1
"got some good , organic character work , lots of obvious political insights and little room for engaging , imaginative filmmaking in its nearly 2 1/2 - hour , dissipated length . ",1
rubbish ,0
about as enjoyable ,1
"a calm , self-assured portrait ",1
does ,1
a surprisingly charming and even witty match for the best of hollywood 's comic-book adaptations . ,1
a diverse and astonishingly articulate ,1
to the concession stand and/or restroom ,0
gorgeous piano ,1
far less endearing ,0
are jarring and deeply out of place in what could have ( and probably should have ) been a lighthearted comedy ,0
feast ,1
graced with the kind of social texture and realism that would be foreign in american teen comedies ,1
"uncompromising , difficult ",0
gives hollywood sequels ,1
serial murders ,1
imbued with passion and attitude ,1
instantly know whodunit ,0
"'s a square , sentimental drama that satisfies , as comfort food often can ",1
growing strain ,1
"in an attempt to make the film relevant today , without fully understanding what it was that made the story relevant in the first place ",0
um ... is n't that the basis for the entire plot ? ,0
for the playlist ,0
"because the film deliberately lacks irony , it has a genuine dramatic impact ; it plays like a powerful 1957 drama we 've somehow never seen before ",1
combined with the misconceived final 5 ,0
"ride for the kiddies , with enough eye candy and cheeky wit to keep parents away from the concession stand . ' ",1
's replaced by some dramatic scenes that are jarring and deeply out of place in what could have ( and probably should have ) been a lighthearted comedy . ,0
rush to the theater for this one ,1
steven soderbergh does n't remake andrei tarkovsky 's solaris so much as distill it . ,0
's nothing very attractive about this movie ,0
every cliche in the war movie compendium across its indulgent two-hour-and-fifteen-minute length ,0
is really closer to porn than a serious critique of what 's wrong with this increasingly pervasive aspect of gay culture . ,0
do n't see the point ,0
"acting -- more accurately , it 's moving ",1
crush could be the worst film a man has made about women since valley of the dolls . ,0
lane and ,1
"going for it , not least the brilliant performances by testud ",1
a classical actress ,1
nothing short of a masterpiece -- and a challenging one ,1
a leap from pinnacle to pinnacle ,1
"its dying , ",0
has a few nice twists in a standard plot and the charisma of hugh grant and sandra bullock . ,1
"has a tired , talky feel . ",0
"it 's far from a frothy piece , and the characters are complex , laden with plenty of baggage and tinged with tragic undertones . ",1
elicits strong performances from his cast ,1
the sentimental oh-those-wacky-brits genre that was ushered in by the full monty and is still straining to produce another smash ,0
"how a rich historical subject , combined with so much first-rate talent ... could have yielded such a flat , plodding picture ",0
"obvious , obnoxious and didactic burlesque . ",0
by the artsy and often pointless visuals ,0
conceptual feat ,1
b-movie category ,0
a morbid one ,0
been given a part worthy of her considerable talents ,1
derived from far less sophisticated and knowing horror films ,0
nice change ,1
a unique culture ,1
in which a sultry evening or a beer-fueled afternoon in the sun can inspire even the most retiring heart to venture forth ,1
in painting an unabashedly romantic picture of a nation whose songs spring directly from the lives of the people ,1
even murphy 's expert comic timing and famed charisma ca n't rescue this effort . ,0
"a heart and reality that buoy the film , and at times , elevate it to a superior crime movie ",1
surprisingly insightful ,1
"turn out a small , personal film with an emotional wallop ",1
a superior moral tone ,1
is nothing short of a travesty of a transvestite comedy . ,0
the worst revenge-of-the-nerds clichés the filmmakers could dredge up ,0
hates ,0
"not too fancy , not too filling , not too fluffy , but definitely tasty and sweet ",1
precious little substance ,0
"it establishes its ominous mood and tension swiftly , and if the suspense never rises to a higher level , it is nevertheless maintained throughout ",1
like the similarly ill-timed antitrust ,0
comedic bliss ,1
a cinematic postcard that 's superficial and unrealized ,0
most good-hearted yet sensual entertainment ,1
understated piece of filmmaking ,1
could have been much stronger ,0
another gross-out college comedy -- ,0
big stars and high production values are standard procedure ,1
"fierce , glaring and unforgettable . ",1
it falls down in its attempts to humanize its subject ,0
"is many things -- stoner midnight flick , sci-fi deconstruction , gay fantasia -- but above all it 's a love story as sanguine as its title . ",1
a clarity of purpose and even-handedness ,1
left me behind ,0
nothing ,0
that tries to be smart ,0
"gay or straight , kissing jessica stein is one of the greatest date movies in years . ",1
"farce , ",0
by storm ,1
leaves blue crush waterlogged ,0
oddly humorous ,1
"blue crush , a late-summer surfer girl entry , should be as entertaining as it is ",1
leave ,0
stitched together from stock situations and characters ,0
howard conjures the past via surrealist flourishes so overwrought you 'd swear he just stepped out of a buñuel retrospective . ,1
nothing wrong with performances here ,1
imaginative flight ,1
a triumph of emotionally and narratively complex filmmaking . ,1
character-who-shall - remain-nameless ,0
"sit through a crummy , wannabe-hip crime comedy that refers incessantly to old movies , when you could just rent those movies instead , let alone seek out a respectable new one ? ",0
both exuberantly romantic and serenely ,1
seem more like medicine ,0
the theme with added depth and resonance ,1
"from his usual bumbling , tongue-tied screen persona ",0
paper-thin supporting characters ,0
the utter authority of a genre gem ,1
vibrant introduction ,1
poetry in motion ,1
"even if it is generally amusing from time to time , i spy has all the same problems the majority of action comedies have . ",0
force you to scratch a hole in your head ,0
"soderbergh 's best films , `` ",1
wiseman 's warmest ,1
'm guessing the director is a magician . ,1
a couple of great actors hamming it up ,1
a frightening and compelling ,1
the company 's astonishing growth ,1
letting you share her one-room world for a while ,1
straight to video ,0
this is the opposite of a truly magical movie . ,0
a relaxed firth displays impeccable comic skill ,1
"the historical , philosophical ",1
"the children of varying ages in my audience never coughed , fidgeted or romped up and down the aisles for bathroom breaks ",1
"elusive , yet inexplicably ",1
a more ambitious movie ,1
stylish thriller . ,1
marvel again ,1
"90 punitive minutes of eardrum-dicing gunplay , screeching-metal smashups , and flaccid odd-couple sniping . ",0
nincompoop benigni persona ,0
"elegant , witty and beneath a prim exterior ",1
have fun ,1
"there 's some outrageously creative action in the transporter ... ( b ) ut by the time frank parachutes down onto a moving truck , it 's just another cartoon with an unstoppable superman . ",0
an intimate contemplation of two marvelously messy lives . ,1
i 'd rather watch them on the animal planet . ,0
fails to keep it up and settles into clichés ,0
most admirable quality ,1
the better of obnoxious adults ,0
simply by accident ,0
kids-and-family-oriented cable channel ,1
far more witty ,1
"a couple of things that elevate `` glory '' above most of its ilk , most notably the mere presence of duvall ",1
", it 's a bargain-basement european pickup . ",0
"a satisfying complete picture of this particular , anciently demanding métier ",1
"each scene drags , underscoring the obvious , and sentiment is slathered on top . ",0
proves to be a compelling ,1
"determined , ennui-hobbled slog ",0
delivers a monologue that manages to incorporate both the horror and the absurdity of the situation in a well-balanced fashion . ,1
star performance ,1
creating an intriguing species of artifice ,1
bother with a contemptible imitator starring a `` snl '' has-been acting like an 8-year-old channeling roberto benigni ? ,0
half past dead -- or for seagal ,0
ungainly movie ,0
that most every aggrieved father cliché has been unturned ,0
's an experience in understanding a unique culture that is presented with universal appeal . ,1
discomfort ,0
decent drama/action flick ,1
who cares ? ) . ,0
's not like having a real film of nijinsky ,0
good idea ,1
"the film is funny , insightfully human and a delightful lark for history buffs ",1
"plunges you into a reality that is , more often then not , difficult and sad , and ",1
a lump of run-of-the-mill profanity sprinkled with a few remarks so geared toward engendering audience sympathy that you might think he was running for office -- or trying to win over a probation officer ,0
turgid fable ,0
the film rehashes several old themes and is capped with pointless extremes ,0
"the story passes time until it 's time for an absurd finale of twisted metal , fireballs and revenge . ",0
every bit as imperious ,0
lukewarm and quick to pass ,0
rough-trade homo-eroticism ,0
ensure that the film is never dull ,1
an unpleasant debate that 's been given the drive of a narrative and that 's been acted out ,0
"a bit of a downer and a little over-dramatic at times , ",0
"although frailty fits into a classic genre , in its script and execution it is a remarkably original work . ",1
immersed ,1
demonstrated a knack for mixing action and idiosyncratic humor in his charming 2000 debut shanghai noon ,1
the film itself -- as well its delightful cast -- is so breezy ,1
re-voiced version ,0
with grace and panache ,1
have been the ultimate imax trip ,1
ballsy and ,1
feels less like bad cinema than like being stuck in a dark pit having a nightmare about bad cinema ,0
", ballistic : ecks vs. sever also features terrible , banal dialogue ; convenient , hole-ridden plotting ; superficial characters and a rather dull , unimaginative car chase . ",0
a beautifully tooled action thriller about love and terrorism in korea . ,1
brain strain ,0
", about a boy injects just enough freshness into the proceedings to provide an enjoyable 100 minutes in a movie theater . ",1
a joy to watch and -- especially -- to listen to ,1
's cliche to call the film ` refreshing ,0
start reading your scripts before signing that dotted line ,0
the knee-jerk misogyny ,0
ugly ,0
finds its tone and several scenes run too long . ,0
a marvel of production design . ,1
ranges from bad ,0
a flat script and a low budget ,0
lots of cool stuff packed into espn 's ultimate x. ,1
always hilarious meara ,1
"this is a very funny , heartwarming film . ",1
", doing its namesake proud ",1
amusing sidekicks ,1
cruel ,0
"'s little to recommend snow dogs , unless one considers cliched dialogue and perverse escapism a source of high hilarity . ",0
has made a decent ` intro ' documentary ,1
"the lady and the duke is a smart , romantic drama that dares to depict the french revolution from the aristocrats ' perspective . ",1
to often play like a milquetoast movie of the week blown up for the big screen ,0
are head and shoulders above much of the director 's previous popcorn work . ,1
showing honest emotions ,1
gets old quickly ,0
"kicks off with an inauspicious premise , mopes through a dreary tract of virtually plotless meanderings and then ends with a whimper . ",0
a laugh between them ,1
krawczyk deserves a huge amount of the credit for the film 's thoroughly winning tone ,1
is that we did n't get more re-creations of all those famous moments from the show ,0
recommend snow dogs ,1
leaves a bitter taste . ,0
the promise of digital filmmaking ,1
bizarre developments ,1
often contradictory ,0
"the cheap , graceless , hackneyed sci-fi serials of the '30s and '40s ",0
credited to director abdul malik abbott and ernest ` tron ' anderson ,1
a heavy-handed indictment of parental failings and ,0
's episode of behind the music ,1
the ranks ,1
come even easier . ,1
brings the proper conviction ,1
"it 's light on the chills and heavy on the atmospheric weirdness , ",1
the film is a verbal duel between two gifted performers . ,1
ever had the inclination to make the most sincere and artful movie in which adam sandler will probably ever appear ,1
provocative stuff ,1
gorgeous color palette ,1
"the story is -- forgive me -- a little thin , and the filmmaking clumsy and rushed ",0
an engaging mystery ,1
sublime music ,1
grace and panache ,1
"'s amusing enough while you watch it , offering fine acting moments and pungent insights into modern l.a. 's show-biz and media ",1
which becomes something about how lame it is to try and evade your responsibilities ,0
"'s a visual delight and a decent popcorn adventure , ",1
"found its audience , probably because it 's extremely hard to relate to any of the characters . ",0
both the beauty ,1
narcissism ,0
"funny , ",1
true pleasure . ,1
studios ,1
smack of a film school undergrad ,0
given by the capable cast ,1
